Date,Predicted_Sales,Lower_Bound,Upper_Bound,Actual_Sales
2014-03-30,1629.9588284680171,-1020.3570234843689,4238.116345323885,1170.3220000000001
2014-03-31,1801.3118488277028,-930.0922222651124,4510.221515914153,1959.552
2014-04-01,1159.8616909447894,-1444.4060076278965,3972.523532992819,119.88799999999999
2014-04-02,199.67529357464718,-2496.5067698575317,2842.1460354243673,1458.558
2014-04-03,1364.4797265524546,-1321.6564504268933,3946.864547195664,233.45
2014-04-04,1607.2131411233981,-1122.2845629822418,4279.441247178634,475.844
2014-04-05,1168.1821823838034,-1506.3176327031013,3785.999109061398,5295.098000000001
2014-04-06,1315.0928792066593,-1417.6413864366282,3864.8631592486045,1650.69
2014-04-07,1521.3871401120718,-1336.8673900403764,4400.675407333377,1021.1700000000001
2014-04-08,916.3245914158146,-1881.628224715139,3660.9080086335675,1958.75
2014-04-11,1471.2403782215633,-1334.6295713469995,4289.190066072541,1915.24
2014-04-12,1064.4639412586328,-1618.8229778267769,3946.628481622541,1912.123
2014-04-13,1240.548428032726,-1439.1782370872395,3775.628098706357,638.576
2014-04-15,888.7013156341623,-1794.9677349759347,3618.1397965098263,294.71999999999997
2014-04-16,-17.693324716489997,-2774.449120012722,2705.842163979649,39.072
2014-04-18,1481.0488696673679,-1295.4176247426199,3991.6411537049353,1020.532
2014-04-19,1077.825410862117,-1569.9813431080913,3978.196779220812,205.47
2014-04-20,1253.3517792383832,-1426.7685015682264,3989.064297105853,1250.45
2014-04-21,1480.884858448047,-1215.4169283761246,4146.752759131196,845.36
2014-04-22,889.7432003309739,-1845.7274482996593,3479.142267162329,257.752
2014-04-23,-26.771961795304833,-2783.364838212548,2596.3944850194052,643.98
2014-04-25,1446.468260449065,-1269.9002146945452,4041.533351997778,2379.9939999999997
2014-04-26,1029.2661359742722,-1934.5500878567464,3671.972120323668,282.568
2014-04-28,1405.4451065666346,-1532.6610174908913,4231.166144656368,2578.476
2014-04-29,802.7352925711997,-1950.6069876016354,3551.1953165128643,768.8439999999999
2014-04-30,-123.30058430584972,-2755.6243877245793,2654.570687581059,1048.74
2014-05-02,1338.9762377297989,-1561.493081163225,3871.2507345080357,506.12
2014-05-03,921.0605520138906,-1853.6364124552827,3626.11936075964,72.632
2014-05-04,1085.5115882225698,-1514.5420617701777,3954.6197656923996,187.43200000000002
2014-05-05,1306.364653148094,-1380.791636239358,4047.425999692339,260.977
2014-05-06,713.5592152326116,-1854.1557736291204,3320.0421080197,254.456
2014-05-07,-199.1562044039556,-2977.5227973875503,2493.369255510941,1091.35
2014-05-08,1011.7094359912644,-1508.8606971523168,3721.4075661723123,1799.97
2014-05-09,1298.9360925355802,-1694.3169169940047,3992.46205073934,394.48
2014-05-10,902.7436935247927,-1860.1197366087563,3563.6169594489397,2343.799
2014-05-11,1090.8151435386528,-1569.3647200184591,3827.437782735974,1642.802
2014-05-12,1336.623697172672,-1505.828697059165,4036.3158333660726,734.846
2014-05-13,769.5047535149008,-1962.7897195339528,3519.8799481300853,898.382
2014-05-14,-117.42172840133503,-2734.62619136074,2905.43755404432,310.88
2014-05-16,1430.026380612553,-1181.5383109736063,4127.954699376188,289.28
2014-05-17,1056.1813076479161,-1707.195493742468,3743.8939259304116,91.68
2014-05-18,1264.2966604542835,-1443.541817476104,3881.2082447687108,948.9480000000001
2014-05-19,1527.3535028066779,-1303.826010012071,4328.706072175332,91.62
2014-05-20,974.2666866131487,-1557.9131949451162,3730.159971549389,320.10400000000004
2014-05-21,97.81772514340855,-2726.7169653875267,2866.6903063156483,4264.3279999999995
2014-05-22,1340.6141747413028,-1350.2802510219408,4031.5692749473433,180.93
2014-05-23,1654.6591926168448,-1068.1883141078083,4289.588227111114,323.75800000000004
2014-05-24,1279.5224196812624,-1576.3012570267344,4017.6406665122286,116.28
2014-05-25,1482.3789872392167,-1500.3705271864198,3912.925501100696,119.53999999999999
2014-05-26,1736.3487053434583,-939.4241243934908,4618.14928196453,1325.718
2014-05-27,1170.5752434412984,-1698.1635325283457,3892.644914665029,2157.394
2014-05-28,278.1513928022589,-2491.366142517807,3206.160874870443,221.96800000000002
2014-05-30,1794.7759351529803,-1148.4866658346666,4539.953390057617,1924.913
2014-05-31,1396.3364659140234,-1473.781760849958,4062.031176994643,773.7
2014-06-01,1574.4541214251285,-1339.0416181796472,4316.1039024296915,5188.5199999999995
2014-06-02,1802.7976182290881,-846.7677444650204,4471.641322661985,738.598
2014-06-03,1211.065211698115,-1354.0837892786979,3734.306723081725,741.336
2014-06-04,292.8955986240062,-2355.1006371467097,2995.0880918857233,456.272
2014-06-06,1760.7269749629227,-1028.87654484036,4555.007818573173,1374.0010000000002
2014-06-07,1340.1702253289382,-1421.2722646305024,4135.673859220551,281.397
2014-06-08,1498.2228217651807,-984.236592121249,4126.500001581918,2501.264
2014-06-09,1708.874591348145,-1072.6817928336156,4442.9297547873275,5463.008
2014-06-10,1102.0746398991753,-1614.2190176008075,3953.93967295522,491.55
2014-06-13,1623.66827509244,-1048.119311718244,4377.249743521045,14.52
2014-06-14,1199.5554374291203,-1629.311073922252,3926.0175421541458,212.94
2014-06-15,1356.8176221921121,-1524.7371479216094,4289.844656053999,942.9739999999999
2014-06-16,1569.2675453118845,-1301.00625951231,4364.882274452622,763.792
2014-06-17,966.6229537372149,-1607.9797340796733,3862.16102474299,3418.5020000000004
2014-06-18,42.422661767567206,-2669.375317310031,2682.2536294999827,139.8
2014-06-20,1511.8929450441951,-1389.635745449908,4146.922424314548,1828.9496
2014-06-21,1098.2965908142655,-1926.6434530571648,3589.010075018273,4107.443
2014-06-22,1266.8012457492816,-1353.652726179762,3978.0592504663036,1975.498
2014-06-23,1490.872066960863,-1359.6147303266084,4036.892475860701,109.49600000000001
2014-06-24,899.8958638089426,-1869.8377088282762,3590.458410924483,4.272
2014-06-25,-12.894116572076427,-2698.5634204898056,2538.936211579172,792.76
2014-06-27,1477.5712784945297,-1181.7419040990671,4157.633814985087,616.14
2014-06-28,1073.1367536764635,-1626.3363324428315,4005.18669663843,1645.791
2014-06-29,1249.7070784658329,-1445.8319256657958,3941.6873221213714,46.68
2014-06-30,1480.6534502269078,-1088.413611014364,4255.117225513913,739.624
2014-07-01,895.317136414529,-1649.929726735223,3543.504120309498,601.0239999999999
2014-07-02,-13.06741812787186,-2598.445060971504,2676.7815970674897,79.56
2014-07-04,1482.7238675722201,-1334.610574423917,4276.689457470236,247.40800000000002
2014-07-05,1079.4114640616708,-1576.2863495030772,3778.738452586115,1444.104
2014-07-06,1256.2608126563266,-1275.861924351089,3917.301087086897,1038.472
2014-07-07,1486.8081917849534,-1214.2396929220833,4169.744178574003,241.19400000000002
2014-07-08,900.5726863281412,-1877.4229180725836,3399.878534995311,763.0740000000001
2014-07-09,-9.02827159334447,-2821.75075310921,2765.8624225755316,265.521
2014-07-11,1484.0922104644235,-1407.3293801191492,4109.083050218994,2187.206
2014-07-12,1079.6525980986983,-1824.9366177516972,3568.2983323989497,1960.012
2014-07-13,1255.6999292406883,-1342.4909560894175,3851.3881169761803,351.216
2014-07-14,1485.8791315557303,-1086.6356336762346,4185.974777091457,292.594
2014-07-15,899.7886950142235,-1817.2731736208368,3517.956891785529,9.51
2014-07-18,1487.1419522943029,-1361.6099917774056,4193.325103265151,273.04
2014-07-19,1085.0611740502934,-1749.26164555529,3958.796232448553,461.326
2014-07-20,1263.9086911640102,-1462.3894059307927,3967.191009216544,2285.786
2014-07-21,1497.2329650786555,-1211.340676044856,4310.592162651971,1961.482
2014-07-22,914.517845137896,-1871.4044389629644,3584.5398624393565,1348.344
2014-07-23,9.101652162034725,-2624.1218568327326,2759.9009966309072,2613.1839999999997
2014-07-25,1512.082949413655,-1062.1121806055933,4468.152532415772,8341.289999999999
2014-07-26,1112.998187698662,-1539.951753072923,3805.696669864797,5039.994
2014-07-27,1294.4401696656455,-1583.1328092017163,4146.871143442523,580.06
2014-07-28,1529.8645294080673,-1308.459293354887,4410.005683601022,193.152
2014-07-30,44.20922954398816,-2722.063741886637,2903.9280427767753,1367.84
2014-08-01,1547.285100884347,-1015.4602378981992,4139.9512062307385,228.328
2014-08-02,1147.4576511458642,-1509.869904957319,3941.18151225145,886.28
2014-08-03,1327.7597851671585,-1194.4295680643781,4088.8370219362323,477.994
2014-08-04,1561.7896548627368,-1117.2333554095846,4238.927400788618,2743.154
2014-08-05,979.1392937953874,-1777.4483651713629,3791.0270978524645,2408.7239999999997
2014-08-06,73.31443038896873,-2559.552770906505,2792.443865003107,262.89
2014-08-08,1575.012981738292,-1124.550246743101,4312.519788463667,3955.629
2014-08-09,1175.6611700797084,-1656.8972462661964,3903.5829799534786,3605.6850000000004
2014-08-11,1594.5738814356653,-1086.5591752510893,4305.858145571523,451.62
2014-08-12,1016.5285029295087,-1666.8917588123395,3811.722165662517,1832.38
2014-08-15,1638.0130873223384,-1403.2719044768521,4187.703164391299,842.7819999999999
2014-08-16,1251.6317130526834,-1317.1829781925728,3929.6619832547244,853.092
2014-08-17,1448.8560272345849,-1060.534832015669,4376.766006378742,500.342
2014-08-19,1145.4603601799943,-1498.467203556221,3953.3589730886897,1439.106
2014-08-20,268.21930683963615,-2344.6619932853173,3040.3724953380624,1838.722
2014-08-22,1839.04540032314,-920.2072876879737,4700.779350544883,23.104
2014-08-23,1479.9405877998388,-1303.588988975807,4306.975495169657,565.224
2014-08-24,1705.5028295756981,-1164.1551525078803,4339.1424348791925,59.74
2014-08-25,1989.1712178469713,-844.7418180714986,4566.898722598411,1451.6499999999999
2014-08-26,1460.2608796193615,-1390.571261568953,4146.143343008058,366.81
2014-08-27,611.8798842005341,-2144.130677918043,3391.490112787025,2070.13
2014-08-29,2237.3855680408105,-708.478071553382,4980.170809836666,832.3225
2014-08-30,1903.011494180722,-775.9681735600129,4807.810920287705,121.24
2014-08-31,2150.838322837717,-444.49817788052957,4904.9140378946495,92.52
2014-09-01,2453.7758161528573,-575.0018282377443,4920.557105260872,469.436
2014-09-02,1940.6355129729739,-746.0993463661088,4613.375858389787,3254.15
2014-09-03,1104.0582477878356,-1715.3514742959858,3996.4495763875957,22.08
2014-09-05,2739.644883559991,-11.543154222366805,5470.246426006653,296.304
2014-09-06,2402.8818073503235,-399.7932140745422,5066.117871113234,100.36
2014-09-07,2643.036389859728,-200.65950081979048,5349.416452081344,3523.875
2014-09-08,2932.8656151098317,47.56096043691557,5723.984014472105,14228.428
2014-09-09,2401.1098658327855,-522.4187468475972,5044.507099632273,4043.5879999999997
2014-09-10,1540.4234738629193,-1226.770239579134,4271.34683728959,1855.2279999999998
2014-09-11,2793.3313493088062,47.27477369324998,5450.827917704091,127.95
2014-09-12,3111.7955544680835,478.40754436383077,5880.026226363153,4904.66
2014-09-13,2735.3831591339904,118.35440679018168,5498.245435877532,1275.408
2014-09-14,2931.302355155168,412.7979674482154,5597.49131483419,5023.716
2014-09-15,3172.7390462875924,519.2418709070504,5961.2644385986,133.436
2014-09-16,2588.933857788925,-55.35082557184641,5433.879675759032,33.552
2014-09-17,1673.105758993788,-966.2700641085694,4447.298919298132,820.523
2014-09-19,3127.44947001531,282.3075680185735,5965.271402545888,9338.637
2014-09-20,2690.5257155231907,191.18288242739516,5267.783169167549,5335.968000000001
2014-09-21,2825.5722106252265,134.3861516374946,5484.207463876705,2679.652
2014-09-22,3006.5268254079992,521.5806035568324,5750.956140342954,1240.266
2014-09-23,2363.388875469872,-147.17491605908853,5128.016502019322,10662.337000000001
2014-09-24,1390.1320245093784,-1440.0989856948117,4022.631559837242,211.96
2014-09-25,2530.642354680497,-60.32426882076915,5362.651123727352,354.88880000000006
2014-09-26,2738.2657730330284,-181.95965125935268,5451.723327761385,1480.614
2014-09-27,2253.9563962932652,-710.5683317752613,5046.04350907097,773.4399999999999
2014-09-28,2346.2931862736987,-99.88950607695233,5183.945624801869,490.29200000000003
2014-09-29,2489.797336029843,-412.2750853111766,5081.157939703728,8109.07
2014-09-30,1814.9906187902977,-658.9436400232745,4539.275974885565,987.532
2014-10-01,816.3011415046323,-1975.1519287467759,3635.307997915173,4.71
2014-10-02,1937.9951578704063,-940.9027337204207,4482.524929883395,598.144
2014-10-03,2133.7191633356274,-601.8431693973346,4853.024602247973,862.683
2014-10-04,1644.643956429881,-1133.7944222156088,4279.288498800345,728.7479999999999
2014-10-05,1739.4779701420612,-848.8582624208792,4632.264220921662,191.9
2014-10-06,1892.7823952853007,-884.4468400203702,4668.7413284376635,494.71
2014-10-07,1235.0283215794911,-1541.1214096848942,4182.489349783879,237.35999999999999
2014-10-08,260.50234464076857,-2472.7460327399617,3015.1798082724313,147.392
2014-10-09,1413.239294094756,-1356.9188833415487,4070.6331858793874,249.35999999999999
2014-10-10,1646.5662998776177,-1121.8443702886264,4398.023982806093,2049.386
2014-10-11,1201.249870566529,-1609.7253919533503,3873.759798566781,1381.164
2014-10-12,1345.5132717866118,-1289.152690223251,4309.481703759018,58.53
2014-10-13,1553.3567054605019,-1123.0024907407299,4363.403744630911,2212.182
2014-10-14,954.6204884100171,-1656.6865071297836,3818.3464395469937,4525.484
2014-10-15,42.897644388543995,-2730.9718742195637,2721.6036407144406,206.72400000000002
2014-10-16,1261.4745223882344,-1632.9173997722855,3931.8914628927105,194.322
2014-10-17,1562.88360665165,-1242.1973009847495,4064.259655544005,136.068
2014-10-18,1187.0601296147697,-1532.2524055265596,4003.418902483053,3134.916
2014-10-19,1401.3697010439469,-1381.7936617476507,4237.983150359318,641.104
2014-10-20,1678.9393658980391,-1025.00598890212,4288.312977659246,1501.104
2014-10-21,1148.7321854960544,-1624.5586713060145,3921.7985485347267,1356.602
2014-10-22,303.47163922940194,-2396.80851316514,3223.0934304046154,223.808
2014-10-24,1946.8149637236252,-661.8312653574172,4553.545923900836,56.49
2014-10-25,1626.2951856575355,-1141.4418200114587,4308.629822493124,103.882
2014-10-26,1890.6830789777332,-931.4442988197159,4569.949691891451,447.88
2014-10-27,2212.455775350462,-613.4643525582178,4923.068440532665,22.32
2014-10-28,1720.004935270261,-1003.517059828046,4416.927331342209,1510.5819999999999
2014-10-29,905.5712328455146,-1729.814088559495,3692.676895598009,2813.8120000000004
2014-10-31,2588.344596553816,-164.79840058146868,5231.608095981001,5362.026
2014-11-01,2275.9804797819443,-512.6413422328463,5092.658964644103,4732.08
2014-11-02,2540.7106093491593,-80.92828281809291,5426.437172239272,2126.37
2014-11-03,2855.0804515882032,213.39163782985736,5659.111585913417,2784.163
2014-11-04,2347.6706060042434,-372.0236662782013,5094.078826453752,6693.7480000000005
2014-11-05,1511.0302690685878,-1363.6630716749385,4205.497307749239,1694.564
2014-11-06,2787.635831040435,257.7806002889362,5654.105743953417,43.68
2014-11-07,3129.458371093625,376.4991626919077,5863.139545747064,1449.142
2014-11-08,2776.1312966495716,171.9703537065571,5568.323847048554,333.576
2014-11-09,2994.985019224432,261.5253416482926,5835.272513456136,1574.094
2014-11-10,3259.380812401888,739.7445567264309,5980.720654044414,2002.556
2014-11-11,2698.7837438581055,-87.45370346388906,5146.69114008107,8114.548
2014-11-12,1806.6808453279957,-954.5855291420135,4496.603713939417,1054.7612
2014-11-14,3311.2742229665982,523.5346635423981,5797.139938577713,1034.73
2014-11-15,2901.5610239640578,-6.955934180660521,5527.741901191568,1780.822
2014-11-16,3065.687238416438,392.25003521749164,5787.574564974378,1355.9285
2014-11-17,3277.948725611579,644.0745981709023,6073.070210607006,11544.274
2014-11-18,2668.687114979612,-56.79892745404502,5265.992262731455,3406.855
2014-11-19,1732.1895577112348,-912.4491777545624,4447.430199645724,7226.086
2014-11-20,2912.6132791364607,152.1653167776902,5741.039354397665,907.5600000000001
2014-11-21,3163.5193953790795,328.69175694847684,6037.198068594323,1249.622
2014-11-22,2726.0079606482136,-92.30165246401555,5423.665095471019,1103.298
2014-11-23,2868.7218645210005,86.06463298050684,5637.14483726417,1363.28
2014-11-24,2568.008681603981,-60.22418087395204,5270.158589355429,5578.606
2014-11-25,2350.7469902655394,-350.03087855435274,5187.327050420278,4415.695
2014-11-26,2095.3915802335114,-608.5261990313494,4674.026083875116,1705.99
2014-11-27,3405.468832157815,615.2552684748724,5976.707909688045,203.66
2014-11-28,2903.1489103017298,72.03109036742707,5547.531786192118,2280.83
2014-11-29,2535.0991871750784,-351.95968890630485,5162.465038733015,649.044
2014-11-30,2698.202097877193,-43.03434620230022,5481.207459642364,219.154
2014-12-01,2919.8674103774665,87.61560929535838,5714.117486768917,5624.39
2014-12-02,2329.5925101256953,-148.4507777014206,4992.342182233252,1771.808
2014-12-03,1420.5885042447953,-1233.2670718920724,4101.5162893596735,505.88
2014-12-04,2635.726989436987,-51.173212460996915,5381.3778803375,129.98
2014-12-05,2927.1012779338967,393.8653034111395,5471.628039456837,2963.642
2014-12-06,2534.1935483298657,-263.71372466999156,5349.472276691744,1970.978
2014-12-07,2723.914919906224,100.12933086251758,5565.018680445446,548.4
2014-12-08,2968.9505764716296,366.59708720901693,5765.6380411856635,1095.12
2014-12-09,2397.849683467462,-275.6859362011749,5140.478936345879,1522.652
2014-12-10,1502.9659852101306,-1300.933403681587,4255.6899775291895,573.336
2014-12-12,3019.7160733653554,92.63954262415152,5688.655696443883,4938.4045
2014-12-13,2621.8560157274605,-105.57163518723213,5365.372019718203,293.152
2014-12-14,2799.4645176920385,205.43526135911014,5702.878045281366,7641.658
2014-12-15,3025.10937370546,86.43412253136256,5886.622839817182,1264.466
2014-12-16,2427.4051279776436,-535.2340965009334,4922.873132983451,4394.187
2014-12-17,1498.9560460975376,-1139.5271429843162,4155.050282978806,45.534
2014-12-19,2929.6004800274322,396.9411029334812,5652.122077245752,3436.7599999999998
2014-12-20,2480.58652536716,-237.11043228442148,5360.443065973691,6962.4400000000005
2014-12-21,2602.8259322499357,-235.12748509275067,5273.628503138265,1933.44
2014-12-22,2271.8012933524506,-440.4600057676522,5125.688568569028,798.968
2014-12-23,2013.7857959452617,-641.9801710424157,4917.150032627385,942.108
2014-12-24,1706.908771557368,-927.41027778757,4536.025049052116,1950.202
2014-12-26,2379.494665078547,-526.1679772085738,5208.811624309734,2041.414
2014-12-27,1928.636017522854,-648.3816202240035,4836.387592306578,2966.388
2014-12-28,1999.8372766795874,-780.021040565967,4656.255004432795,3732.2960000000003
2014-12-29,1623.5105745486762,-981.2026548429301,4323.346648284292,2072.096
2014-12-30,1327.049760689189,-1426.1280561488363,3939.6748179747237,2172.6510000000003
2014-12-31,989.5771632649994,-1639.8629760450942,3668.307723800674,5253.2699999999995
2015-01-02,1627.7024810040446,-1148.27154683629,4424.183019629441,1932.096
2015-01-03,1174.1099097651831,-1422.9920092418877,3870.9231979034785,1768.2215999999999
2015-01-04,1252.6557614958185,-1562.3375664732298,4026.135913358479,264.46000000000004
2015-01-05,1391.9348003546309,-1244.8980704514925,3972.7484382439948,295.272
2015-01-06,722.664786340856,-1885.8427511299717,3693.0259712603033,31.538
2015-01-09,1115.7002888547004,-1540.7295539636907,3845.7008328918246,364.07
2015-01-10,669.321653045918,-1953.6637833974648,3503.4757679739178,1018.104
2015-01-12,1025.2167185808757,-1776.4901016577044,3776.4984568734194,854.614
2015-01-13,430.3110501536587,-2166.733118333186,3183.9192697161398,622.278
2015-01-17,674.0411176056206,-1827.2178712865277,3559.5251693730115,350.384
2015-01-19,1156.5957692671343,-1620.284965708737,3708.202429212943,301.742
2015-01-23,1338.2876940950218,-1205.3551839343277,3984.960569553855,43.66
2015-01-24,977.4572141798625,-1778.4102697944008,3732.2315706909026,13.12
2015-01-26,1456.7290486058437,-1329.5635132210407,4287.794028152884,182.72
2015-01-27,897.2944108945395,-1860.7593796802923,3588.854296984359,3573.252
2015-01-28,6.909978778840696,-2647.08038529074,2605.7871301388395,4297.644
2015-01-30,1512.3269435681464,-1187.9484601941185,4061.0183231661335,2161.6400000000003
2015-01-31,1099.8181395440333,-1699.318575357686,3805.5571334369743,99.26
2015-02-03,837.0861649831406,-1653.560275296022,3628.908977295029,492.836
2015-02-06,1262.4573987413019,-1548.5799549962592,3876.6038100927585,2432.544
2015-02-07,793.0390665264207,-1962.4475271511333,3700.028675044761,324.10999999999996
2015-02-08,900.0974930580811,-1821.946244704346,3594.9524754152694,129.09199999999998
2015-02-09,1058.7602658007793,-1762.5936716127826,3549.3449134612274,785.5519999999999
2015-02-10,400.2070005555322,-2239.1096209262637,2974.190036458883,77.24
2015-02-14,319.31316895588134,-2333.7955474433675,3117.479614229456,1079.962
2015-02-15,445.70253114187494,-2181.0222375280755,3352.9735992173523,1602.38
2015-02-16,635.2130114133117,-2172.001209709656,3233.662835765917,160.43
2015-02-18,-909.6680858888635,-3802.175923760283,1675.6466979612887,105.844
2015-02-20,584.0286862536121,-2125.6871795098155,3267.6284263891607,316.78000000000003
2015-02-21,199.6097018356818,-2321.632940960424,2872.1203513480527,2591.1
2015-02-22,408.89192854284875,-2304.385751190141,3268.77640775506,79.36
2015-02-23,685.2263146330453,-2084.0734136748015,3429.9524892542695,37.775999999999996
2015-02-25,-681.1565697844726,-3361.974517118544,1991.179814480148,25.869999999999997
2015-02-27,985.6186425783194,-1685.045538056947,3660.416407840634,1159.2710000000002
2015-02-28,681.3412684752649,-1997.6100486729033,3249.79804403306,551.264
2015-03-01,964.3308539365958,-1877.3649267794428,3763.676998621287,1642.1743999999999
2015-03-02,1306.4747726418316,-1438.8928330862557,4026.004087986181,899.5699999999999
2015-03-05,1370.392142076343,-1319.157254155222,4146.446579222371,1969.267
2015-03-06,1768.341426141968,-908.6061023398624,4380.545230483296,1555.244
2015-03-07,1475.2355662222567,-1039.1350083231325,4288.46474476151,807.54
2015-03-08,1757.0740607027308,-1027.6629786620504,4189.980139179908,2563.2960000000003
2015-03-09,2085.8687080396976,-699.683329241506,4859.485198145301,478.008
2015-03-10,1589.7434850949305,-1291.1398499076258,4285.727061205276,90.93199999999999
2015-03-12,2041.476044914065,-581.0548087367307,4802.225623710752,51.016000000000005
2015-03-13,2383.332196457345,-266.67702813038994,5183.612442512055,1384.856
2015-03-14,2026.005512971455,-759.7593072390805,4643.207951953761,707.9000000000001
2015-03-15,2236.8494821081845,-410.42754798968065,4830.003321819358,16.776
2015-03-16,2489.34124031425,-257.32186657411984,5074.382888431639,7230.209999999999
2015-03-17,1913.1466651108674,-865.0027372044422,4742.41297054214,48.84
2015-03-19,2199.775432435722,-682.3882382462108,4909.075015342403,5652.9396
2015-03-20,2459.739433133939,-338.6210802353492,5315.784989307695,1548.194
2015-03-21,2022.9687991569258,-1008.9087972840836,4511.976404291271,1270.3790000000001
2015-03-22,2158.2093291703395,-464.97283479662457,4954.240495217273,2481.424
2015-03-23,2340.203893388636,-621.4659109441244,4929.540894641205,633.302
2015-03-24,1699.7321882039628,-878.2131181512356,4416.522797088638,412.95
2015-03-26,1880.0402843134252,-846.0837717319104,4746.60852244339,4623.37
2015-03-27,2099.2619022333415,-472.0076816644073,4820.29054132948,83.7
