ds,yhat,yhat_lower,yhat_upper
2014-02-21,544.6731726619071,-2130.8097087478304,3096.048382994227
2014-02-22,239.20253961143612,-2378.924568776599,2804.4310145671034
2014-02-23,421.1742830528942,-2081.538120345982,2937.2549069522365
2014-02-24,680.322408004786,-1988.512151533031,2974.2185975447755
2014-02-25,58.986259763519456,-2498.559167849841,2644.351828865173
2014-02-26,-828.7896490524406,-3460.002516648339,1701.0758183836656
2014-02-27,373.95626220064696,-2440.8384966479275,2861.873041978363
2014-02-28,961.1047636996076,-1576.689408059085,3511.410989918285
2014-03-01,720.2155498263564,-1831.3224918844887,3330.6104382911894
2014-03-02,960.4248768434558,-1427.1965291141655,3601.0925856508575
2014-03-03,1270.2990002992594,-1206.4470886671536,3805.431136239824
2014-03-04,691.1707400543369,-1932.5922912353221,3259.7535679641574
2014-03-05,-163.7393027821663,-2829.139228576426,2363.5974991790354
2014-03-06,1061.9060935510688,-1608.3822940259436,3453.4467460317906
2014-03-07,1661.5750150985675,-920.180763227119,4104.220565683286
2014-03-08,1422.6332092530658,-1280.1551035397179,3999.9126189893855
2014-03-09,1654.2436087836115,-1036.999578927664,4266.428190196337
2014-03-10,1945.2164922724514,-755.9378416951582,4590.81150747938
2014-03-11,1337.3377488878782,-1016.0893695110557,4053.2241852278953
2014-03-12,444.4770344935388,-2023.5740482107033,3046.877238256653
2014-03-13,1623.7991671282334,-973.6625529424589,4276.629901335963
2014-03-14,2169.7570252321257,-573.3851075410911,4771.222012905563
2014-03-15,1870.833670067696,-732.2374039823019,4420.625090495164
2014-03-16,2037.414513550791,-693.0720897767296,4585.594776476727
2014-03-17,2259.6081464003273,-257.74866649880875,4915.312580099797
2014-03-18,1580.544039475901,-906.5100197998497,4063.619406971009
2014-03-19,615.4496701687425,-1858.5194985526475,3124.994812618555
2014-03-20,1722.8311868601697,-831.97340017627,4194.259303486467
2014-03-21,2198.436620655289,-584.1264189573748,4774.067892296509
2014-03-22,1831.9700734296894,-578.0617721172645,4480.541368794128
2014-03-23,1934.9383555201985,-680.6929853242101,4451.18445944975
2014-03-24,2098.4492683900917,-508.8563629613452,4848.932979138355
2014-03-25,1366.4902402814694,-1372.0543020032696,4070.631301867656
2014-03-26,354.99026500293974,-2200.0598480992353,2845.3573606654654
2014-03-27,1422.9895495645926,-1159.1924829173495,4195.502017689998
2014-03-28,1866.5960611530763,-794.155605479162,4500.851463599622
2014-03-29,1475.6974694069138,-1146.9011494644255,4077.790801766229
2014-03-30,1561.8099100545628,-1024.4303361451264,4287.759182859653
2014-03-31,1715.8826070232112,-924.9009683293596,4296.611605105223
2014-04-01,981.5867977575115,-1696.3237566869316,3716.897693358637
2014-04-02,-25.60844763118007,-2366.026746140191,2494.7638231196283
2014-04-03,1052.7504476595282,-1561.0491500743915,3691.477139291358
2014-04-04,1512.0777697907,-1156.2979085708532,4330.141296082716
2014-04-05,1141.4821678836374,-1227.6679341832769,3601.7775315403205
2014-04-06,1251.6385698891427,-1432.0745398889596,3902.0767618852765
2014-04-07,1432.6167591803517,-1339.5415331960176,4043.215859671072
2014-04-08,727.194412096863,-2101.6925020218787,3250.2381655960094
2014-04-09,-250.0434487175594,-2932.3235442748914,2341.548297089755
2014-04-10,858.5047700000398,-1607.8094848821938,3625.931716080913
2014-04-11,1347.4543363655316,-1257.062246162852,3915.9059988014283
2014-04-12,1005.1865928680677,-1662.9126503200584,3503.418106790094
2014-04-13,1141.737025054587,-1523.1429686010817,3686.3048771156627
2014-04-14,1346.6370404578574,-1251.4609976661154,3830.544213728827
2014-04-15,662.236987665371,-2053.6631193563057,3163.9697827189652
2014-04-16,-297.1878046173142,-2713.1286194606414,2293.438087352128
2014-04-17,825.7753051958459,-1974.4215894085082,3409.4574282539165
2014-04-18,1325.673023816573,-1230.71694283255,3998.442418604147
2014-04-19,990.9348199656831,-1532.726163831481,3719.9476710819763
2014-04-20,1131.7541386736978,-1270.7699093083825,3892.9900548633136
2014-04-21,1337.9204543201172,-1444.2912814021915,4124.307669215127
2014-04-22,652.1300447481811,-1957.901784528844,3421.947851056581
2014-04-23,-310.9223204882537,-2749.1298314216892,2135.9717100469147
2014-04-24,806.6529573734365,-1747.3630739127705,3504.8116115516204
2014-04-25,1299.9199145235643,-1371.3027217515523,3991.214835443628
2014-04-26,957.8479443987146,-1721.774393837838,3501.4282289145094
2014-04-27,1091.1751226314193,-1368.7942354301101,3575.221937556655
2014-04-28,1290.2227698874829,-1323.5050101664576,3825.1401432091875
2014-04-29,598.1896228226298,-2185.2861015395847,3100.5642353877065
2014-04-30,-369.7717424285395,-2929.2758205883247,2123.8555332044098
2014-05-01,744.6279037504264,-1693.1872134556893,3375.017306447867
2014-05-02,1236.7826146933432,-1129.4277813852473,3671.253497274747
2014-05-03,895.9131119111973,-1641.1444461739766,3738.434468596046
2014-05-04,1032.9236009589883,-1639.464315563109,3648.223287358195
2014-05-05,1238.2125175969657,-1406.5931102235054,3787.3125009212804
2014-05-06,554.9656209711482,-2035.7750611344864,3093.6843476057948
2014-05-07,-401.7659542799652,-3122.950013887881,2159.8369908474215
2014-05-08,726.1213418948442,-1860.0857506235473,3211.6522538556856
2014-05-09,1233.75828763338,-1299.1597247673183,3779.0920406905275
2014-05-10,910.0335465924612,-1476.67628304963,3511.8477522979033
2014-05-11,1065.4611648019018,-1562.6820024581675,3688.355029718574
2014-05-12,1290.0035162360039,-1178.9882190688502,3818.241471484576
2014-05-13,626.3777286074791,-1864.3954129998997,3151.0117650231186
2014-05-14,-310.8522082799859,-2727.5962956725975,2357.8597521009524
2014-05-15,835.9259561442491,-1766.0664789229775,3471.3418310017237
2014-05-16,1361.361786172613,-1231.9480021040745,3985.842969134443
2014-05-17,1053.8865310255737,-1569.9748081247585,3549.618303507063
2014-05-18,1223.5934246473128,-1127.0200232750788,3896.379442431234
2014-05-19,1460.0721738878592,-1213.7327110024073,4044.370436212586
2014-05-20,805.7253608735869,-1703.0513981099596,3368.3413838424353
2014-05-21,-125.13129188980724,-2599.96551256267,2499.7081315326545
2014-05-22,1024.9386182664066,-1484.4050626707265,3542.2265555931626
2014-05-23,1550.485219345715,-1009.0859882056868,3997.7121202206254
2014-05-24,1239.9185098147818,-1291.7468118732259,3930.6434812834746
2014-05-25,1403.3882166038084,-1130.6064728396218,3884.2789605265175
2014-05-26,1630.615676720514,-759.5424860805405,4291.814740755333
2014-05-27,964.2056013706608,-1849.451708181115,3470.197512084081
2014-05-28,18.739844632153563,-2693.998440962349,2484.3420862216776
2014-05-29,1151.976818021344,-1597.9198925055803,3793.0930728398957
2014-05-30,1658.8350520704137,-1003.0838142562856,4220.939394468003
2014-05-31,1328.128803957664,-1201.2694978908105,3911.72459748753
2014-06-01,1470.4366457109134,-1003.0266784800866,3976.2115844875834
2014-06-02,1675.9216945551832,-869.8412381959598,4300.927741475703
2014-06-03,987.6316769899461,-1611.36956932373,3563.9338215452917
2014-06-04,20.581289956610817,-2533.071785235432,2686.033650495143
2014-06-05,1132.9408185931075,-1402.1931784684339,3679.8664223776814
2014-06-06,1620.0098048243158,-866.6550890707199,4285.918963088656
2014-06-07,1270.9439248766557,-1213.6874967352408,3756.8565751384976
2014-06-08,1396.6162283294161,-1139.0251749283823,3897.010544555387
2014-06-09,1587.4315717380232,-862.2837388071055,4274.257661983483
2014-06-10,886.622559331486,-1782.102991181318,3360.797930878327
2014-06-11,-90.67047796929955,-2674.3431518059956,2580.3133008515547
2014-06-12,1013.7885083674109,-1437.2006720860368,3871.1459766558614
2014-06-13,1495.30604262861,-1118.4977880220981,4054.683524894378
2014-06-14,1142.9887189530411,-1604.1868603159658,3883.995841294898
2014-06-15,1267.608647965631,-1467.15679510726,3888.2525463276615
2014-06-16,1459.4234116294951,-1117.5880238718164,4064.817739477931
2014-06-17,761.4786265556997,-1905.1654888743103,3353.5360180042926
2014-06-18,-211.304592832053,-2939.117025716539,2211.114352429307
2014-06-19,899.0664428572131,-1617.4239710986678,3603.6251367849363
2014-06-20,1387.6391740544766,-1287.8974530139924,3790.804404938026
2014-06-21,1043.2538630901372,-1578.4705171438286,3535.45115761136
2014-06-22,1176.4173097270482,-1346.787873518382,3870.219870787186
2014-06-23,1377.1306148029798,-1062.628686273128,3765.915088451135
2014-06-24,688.1988618507958,-1889.5633579838805,3197.360244675285
2014-06-25,-275.6751934616734,-2830.157951070158,2132.6916372745927
2014-06-26,843.3101209525013,-1781.5862474535552,3374.7808171733645
2014-06-27,1340.0425496600253,-1328.1233700077325,3885.4100223992477
2014-06-28,1003.236687532416,-1442.5394309688202,3486.677715960718
2014-06-29,1143.309087788398,-1361.1061475815147,3593.35778820946
2014-06-30,1350.2061064884658,-1323.4533113792509,3759.4366873345643
2014-07-01,666.712399973193,-1904.1737771640178,3635.0595064914824
2014-07-02,-292.4577472043484,-2750.8423574663675,2281.59847486584
2014-07-03,830.5374085026738,-1676.1857720621524,3491.9503773641895
2014-07-04,1330.6499182154407,-1336.2912002146231,3937.4014296391974
2014-07-05,996.6779021516634,-1541.7531125051962,3617.547115999216
2014-07-06,1139.1351379799307,-1386.5516349512116,3779.0108043781124
2014-07-07,1348.0731010904951,-1177.3999619553124,4082.4118966585106
2014-07-08,666.3835979617809,-2115.0966723263446,3250.357870506673
2014-07-09,-291.1156069066626,-2876.1934905180724,2142.766953314729
2014-07-10,833.5117153384089,-1759.5329945707053,3429.539353493968
2014-07-11,1335.2983567786725,-1296.5903634433173,3914.811458572442
2014-07-12,1003.1054334634541,-1464.9714674250456,3691.2639689985876
2014-07-13,1147.4888686945962,-1416.7959880801632,3730.54791933803
2014-07-14,1358.5193373754064,-1271.3580280581232,4028.0338624500027
2014-07-15,679.0838892647157,-1863.6969804392918,3286.4521697431983
2014-07-16,-276.0283106504646,-2909.733158784707,2340.939954733064
2014-07-17,851.067758946567,-1773.432953581107,3312.356771164921
2014-07-18,1355.3333876629006,-1206.2874544699118,3818.955038191993
2014-07-19,1025.5412052063948,-1694.2605972524293,3727.2023072591164
2014-07-20,1172.1458568328853,-1299.8265364894257,3654.0979753969073
2014-07-21,1385.1088723495322,-1064.5170331865434,3861.8480513751583
2014-07-22,707.2057710263398,-1926.5813459539966,3238.4558718061035
2014-07-23,-246.88235621257832,-2853.0013077227673,2324.329535329588
2014-07-24,880.6308846278645,-1715.1827555394868,3408.055055631761
2014-07-25,1384.6235218198024,-1008.3945543232608,4029.830700615613
2014-07-26,1053.8059175164012,-1625.2630874946242,3573.413442293576
2014-07-27,1198.5965655059401,-1421.8307344264465,3692.212447157771
2014-07-28,1408.9513764784024,-1068.3293146202093,3862.43784280549
2014-07-29,727.6743124668209,-1844.0886187124136,3277.1660982282483
2014-07-30,-230.48854291103817,-2953.758651740434,2442.5936435632393
2014-07-31,892.3520699508199,-1698.6785579751433,3414.7297893886434
2014-08-01,1391.2149873553644,-1158.278163530365,4068.4664131724858
2014-08-02,1054.9880881347929,-1624.0086760449094,3755.6563647945113
2014-08-03,1194.301544791209,-1349.4969568210734,3756.548589515963
2014-08-04,1399.3532810233505,-1195.7081363532698,4016.105818000477
2014-08-05,713.2145694668741,-1899.154183168728,3190.254546574138
2014-08-06,-249.08203260100026,-2864.2742549058726,2264.2845059575798
2014-08-07,870.65128562737,-1730.6858256862652,3629.2307767756797
2014-08-08,1367.7361315237113,-1119.1988998323443,4034.9784936982246
2014-08-09,1031.3589505545274,-1574.0246625775605,3384.9371275294025
2014-08-10,1172.435513065094,-1335.253882745445,3727.8752365777987
2014-08-11,1381.4275084555534,-1167.0303941764075,4015.8518668906295
2014-08-12,701.6394293198235,-1930.6291402652785,3168.9953164455906
2014-08-13,-251.70180760983635,-2627.9472628319836,2290.616723224681
2014-08-14,879.7394339740225,-1575.0493383504986,3657.8126776995373
2014-08-15,1391.3792495884911,-1380.3944504420622,3883.624219968498
2014-08-16,1072.439510517552,-1361.3219853896444,3546.497626182221
2014-08-17,1233.807886210535,-1105.8638068101575,3728.4952192348514
2014-08-18,1465.8513851516518,-1042.1171210364107,3952.738521704478
2014-08-19,811.7117113872506,-1885.504070690962,3464.758486517141
2014-08-20,-113.61504110039277,-2781.1554690606417,2560.685101907398
2014-08-21,1047.9096154718668,-1378.567616071535,3681.377007829478
2014-08-22,1591.3416371305902,-1009.9213497398201,4382.994315589612
2014-08-23,1305.4846751289404,-1154.8711772016043,3850.675983823086
2014-08-24,1500.756492564299,-1097.8152296108628,4175.992880926654
2014-08-25,1767.0102537179698,-917.5481001363961,4289.685938913223
2014-08-26,1146.8388150048909,-1547.020608124958,3827.4613161444463
2014-08-27,254.66435058579918,-2090.853795167286,2645.653241248577
2014-08-28,1447.9370572811742,-1134.267450367911,3980.1197206821125
2014-08-29,2021.1214631829946,-625.4449157894238,4545.771992425395
2014-08-30,1762.4381686844029,-788.4886915785722,4193.062093683842
2014-08-31,1981.7417981204485,-626.687882609057,4418.347144359029
2014-09-01,2268.3535862973513,-193.9171484227431,5096.67424836565
2014-09-02,1664.3764808669966,-715.6067439141086,4176.885256709291
2014-09-03,783.794849717946,-1843.5121597748516,3419.1982364778914
2014-09-04,1983.682326206801,-617.1197764830608,4519.767416227737
2014-09-05,2558.196119830078,-10.499129257309061,5097.817832746881
2014-09-06,2295.325457026182,-493.179723683685,4670.601543286481
2014-09-07,2504.774798294638,38.3141303475748,5177.441571334372
2014-09-08,2775.8001588904654,272.1395195140157,5279.614838004229
2014-09-09,2150.526353846034,-378.0772746040985,4740.062027635409
2014-09-10,1243.047233451707,-1407.6383698306563,3707.445899584207
2014-09-11,2410.6324557715616,104.91716465611316,4945.696215710898
2014-09-12,2947.719172711194,425.7554472331356,5484.068666145258
2014-09-13,2642.6563762427504,54.98575007539069,5236.610266510991
2014-09-14,2805.5826624583788,306.7986417608559,5409.227274120749
2014-09-15,3026.2558779882684,578.8400062386431,5562.017232978955
2014-09-16,2347.362628207895,-130.5865845701539,4892.540864906402
2014-09-17,1383.6098884043747,-1064.5463909153843,3953.0232966046246
2014-09-18,2492.92245095195,-22.418612651224574,5012.770917126284
2014-09-19,2970.4247777031333,408.9011799070053,5496.791039544417
2014-09-20,2605.1751979617247,52.906495174737344,5109.645507213573
2014-09-21,2708.0333997081243,350.2804142707443,5306.612838582788
2014-09-22,2869.47986047847,240.07774286654407,5259.30966626692
2014-09-23,2132.915366833544,-514.4426729823107,4819.831345167823
2014-09-24,1113.743017707525,-1476.5523193605786,3404.178680223448
2014-09-25,2170.5565803858703,-489.83917450024427,4741.343591437926
2014-09-26,2599.113883953062,198.04294115399534,5219.270201885045
2014-09-27,2189.063284774427,-154.45112179896685,4826.457431423584
2014-09-28,2251.8042241337334,-267.36013202809704,4675.5639735597815
2014-09-29,2378.3005754890173,-58.992998693961106,5036.294567876901
2014-09-30,1612.3749609063375,-914.0483896836039,4180.91804076831
2014-10-01,569.7864438906627,-2094.655835858443,2881.0331584798146
2014-10-02,1609.41546265337,-1180.9308153352822,4050.333438383345
2014-10-03,2027.2346700220987,-583.4849498507589,4587.052147497334
2014-10-04,1613.0336846581743,-1018.9684876598609,4158.154894967086
2014-10-05,1678.2787357593043,-754.3433580375167,4147.458459165439
2014-10-06,1813.9258554904193,-821.5513429518497,4194.162179262202
2014-10-07,1063.7157533830177,-1441.9569741034732,3788.1958980583045
2014-10-08,43.25273482163834,-2465.376191573021,2633.8097452858356
2014-10-09,1111.1914854689617,-1658.882952677349,3574.1381892112267
2014-10-10,1563.2103500084181,-1102.7993972485283,4070.2718791867483
2014-10-11,1188.7390777742326,-1293.2886740808472,3720.148435266668
2014-10-12,1298.8219935019085,-1467.9648578875413,3880.8080600972635
2014-10-13,1483.9352263583103,-1118.8651621334327,4012.3965534547756
2014-10-14,787.2861218263861,-1995.6729982975992,3321.168560283204
2014-10-15,-176.10280967445556,-2886.9484114579036,2316.639422173769
2014-10-16,951.7984112026479,-1523.9533064821187,3441.703909027452
2014-10-17,1466.0065186797194,-1219.5341275626843,3996.5356036973035
2014-10-18,1155.2592397744834,-1338.8921418130071,4060.2272592852896
2014-10-19,1329.8854348053108,-1192.3587503516887,3922.6814223176957
2014-10-20,1579.6297633977235,-1035.088110938597,4225.517660440245
2014-10-21,946.9599759616688,-1699.9165799304749,3495.633175750688
2014-10-22,46.15915183280367,-2536.3552149358484,2691.9722698300698
2014-10-23,1234.5266541456049,-1454.4415388426141,3676.6849673008082
2014-10-24,1806.3663634826285,-665.5079272126727,4427.343081718075
2014-10-25,1549.7300779588213,-1022.2217524075538,4194.25481568961
2014-10-26,1774.2969296552128,-762.9378125511115,4208.308412832656
2014-10-27,2069.2073209756736,-520.8484415225515,4687.831746579189
2014-10-28,1476.3793438857215,-986.8354759694897,4088.835518854256
2014-10-29,609.6098500111676,-2146.859998328941,3020.8124115206483
2014-10-30,1825.783774807138,-677.6858014660194,4323.22158868495
2014-10-31,2418.8701003675496,-257.4186640590297,5071.089237173302
2014-11-01,2176.6721607785726,-463.4944325695817,4727.497557942705
2014-11-02,2408.712954144806,-253.7549833480392,4943.949178540214
2014-11-03,2704.0737826148215,128.90352266352903,5379.136173635143
2014-11-04,2104.714009963864,-570.4757918278759,4490.896373097844
2014-11-05,1224.5739462105862,-1252.917807235067,3702.4950737412987
2014-11-06,2420.784324553937,-125.29526269643823,4926.017006421095
2014-11-07,2987.6606437905352,303.12383837417553,5579.147964561162
2014-11-08,2713.4500004633987,108.14584887850823,5370.175561597255
2014-11-09,2908.2110318739433,232.05959222602155,5445.250860745745
2014-11-10,3161.6452891172166,528.1395001162905,5794.110918000546
2014-11-11,2516.4078715253645,87.4511187083777,5050.3942004797145
2014-11-12,1587.1994199341455,-944.5763734209766,4224.021849169061
2014-11-13,2731.963069128312,115.75549534772047,5217.212424040652
2014-11-14,3245.864814485104,488.75570731966036,5651.720646210771
2014-11-15,2918.0251438740006,378.640722960098,5473.838511203245
2014-11-16,3059.3828248778605,500.47773687252675,5577.976823958213
2014-11-17,3260.509472799879,745.6854682508439,5998.940917407154
2014-11-18,2564.903069026096,-26.068813723213164,5228.7937420722665
2014-11-19,1588.062890108795,-1258.4610133914834,4224.10712750296
2014-11-20,2688.669827675945,270.7576890366668,5560.685442519042
2014-11-21,3162.550941885065,572.0434915558587,5694.359792824038
2014-11-22,2799.396485485218,111.35482898309122,5253.335356711577
2014-11-23,2910.610662927049,395.02941551356673,5731.534682088036
2014-11-24,3087.1151026431467,442.2626163120853,5681.755008632825
2014-11-25,2372.6335328869354,-293.89695646814215,4697.472683232514
2014-11-26,1382.7603974694757,-1072.308587499785,3961.733410578385
2014-11-27,2476.137638115995,-189.96349508469874,4799.148516986172
2014-11-28,2948.4186221903565,303.8254525609928,5608.382250362076
2014-11-29,2588.9875937839947,147.84149346528096,5061.892929652605
2014-11-30,2708.815930939875,172.05039556649135,5209.50308314183
2014-12-01,2898.2741527938515,345.72003263754686,5406.44854741504
2014-12-02,2200.428053547804,-247.33650392965902,4797.4379655976045
2014-12-03,1230.121514433615,-1372.8795217317165,3578.6712446571564
2014-12-04,2345.169941091442,16.365690516434622,4768.109596239998
2014-12-05,2840.343009200833,317.47923493930017,5443.629360232351
2014-12-06,2504.104667914865,-250.05398843964278,5046.877450595372
2014-12-07,2646.4912529052913,-46.47802742895675,5173.580791604398
2014-12-08,2856.9461558519265,234.81896585559073,5477.644335056447
2014-12-09,2177.638899895021,-399.0086446634915,4553.876932159057
2014-12-10,1222.570623277963,-1396.644639476362,3503.6373428026777
2014-12-11,2348.789361591594,-252.66174129361215,5058.160511625694
2014-12-12,2850.3932600985318,505.70081890469294,5526.351739994242
2014-12-13,2515.2891344004947,118.36905323806192,5204.117119410529
2014-12-14,2653.0867339741535,-158.8136313027189,5274.957288434547
2014-12-15,2852.946705589302,263.74748150333545,5380.844697475156
2014-12-16,2156.9097166747215,-283.47147143475394,4802.879041670122
2014-12-17,1179.0084229126328,-1449.2348555144847,3618.598321554575
2014-12-18,2276.485434111165,-211.96185396041088,4687.018225036697
2014-12-19,2743.7952627915993,210.25549009215734,5194.547573426385
2014-12-20,2369.357622091364,-145.4324072452671,4962.288783459998
2014-12-21,2463.442474486907,66.1885599030277,5144.006181676812
2014-12-22,2616.0049751302085,-50.6645636281122,5230.547527014845
2014-12-23,1869.9980148244374,-799.6155501719468,4443.381577905401
2014-12-24,840.46438594019,-1954.9807176278277,3284.741671229765
2014-12-25,1885.7321516907691,-745.6555739807724,4540.2138250662465
2014-12-26,2301.391707954972,-312.0340792886223,4881.512885435516
2014-12-27,1877.0224760282956,-579.2644561340567,4493.784977854166
2014-12-28,1924.0502533963595,-657.9630659641655,4510.384291092587
2014-12-29,2033.554030965654,-758.6837660592107,4592.6447128463515
2014-12-30,1249.5506691022877,-1311.1038908900402,3872.9057488183616
2014-12-31,188.06014899261913,-2416.2909310584814,2665.5379326230714
2015-01-01,1208.2756611343952,-1318.848356487891,3658.8841014020663
2015-01-02,1606.5176724211412,-1057.2074939346485,3995.5253199118206
2015-01-03,1172.9405160812528,-1546.0509014739673,3736.8297251310005
2015-01-04,1219.3730752158299,-1190.2111753439121,3800.327888874287
2015-01-05,1337.1128346629205,-1187.949599854417,3940.8883610108137
2015-01-06,570.2020698160762,-1976.9602130610351,3225.8861065814494
2015-01-07,-465.5108361428845,-3097.1026846684836,2079.330538441356
2015-01-08,588.7994807632425,-1885.350776087196,3202.2327820519818
2015-01-09,1028.8949855107248,-1332.5479293936135,3542.0431619851934
2015-01-10,644.1910876033741,-2136.8681650888525,3127.0987487747225
2015-01-11,745.6120921525035,-1719.1779732560701,3293.4206153341242
2015-01-12,923.4042350934453,-1698.7127771544976,3301.54755863684
2015-01-13,220.4346442286992,-2126.7515747389916,3000.7607320086245
2015-01-14,-748.7212599750046,-3383.2890424921598,1686.2174822699878
2015-01-15,373.41987189521524,-2283.9027509298057,2803.8833336379207
2015-01-16,881.2397248829502,-1795.4903103524875,3403.6345507832643
2015-01-17,562.7672384415024,-2067.5906338904506,3117.505692634403
2015-01-18,727.5666500990754,-1684.1718637025235,3281.7606152845783
2015-01-19,964.5828445575496,-1605.28153004207,3515.874965625424
2015-01-20,315.4715719473277,-2099.483165887493,2745.8747568521494
2015-01-21,-606.2837595236729,-3295.475326520457,1920.9161039174016
2015-01-22,555.8543742054222,-1970.3573599328602,3024.33692885662
2015-01-23,1095.4915738521054,-1674.6419727677057,3715.9517755674456
2015-01-24,800.0701194874424,-1884.822777915658,3470.9783529535416
2015-01-25,978.7723127454476,-1569.9030842716058,3411.0134209299476
2015-01-26,1220.3763278788422,-1259.4303611339474,3749.6107810168
2015-01-27,566.5918399652514,-1856.7386978036225,3064.9452368879392
2015-01-28,-368.8230363638045,-2990.607799488536,2091.5894947470642
2015-01-29,771.1595503557402,-1703.5775682713227,3261.822091288117
2015-01-30,1280.8407702866925,-1339.5044523444233,3685.3740292664734
2015-01-31,948.5483354204246,-1660.0136976695653,3421.048157813829
2015-02-01,1084.5198042373697,-1443.7015510877231,3742.692619295102
2015-02-02,1278.734197050911,-1329.1882933464003,3792.732202706074
2015-02-03,574.2197561862247,-1903.9339599563773,3096.4830706198736
2015-02-04,-413.859957132448,-2769.049670185895,2107.540208043626
2015-02-05,672.9821536933974,-1858.8243137579893,3309.6220738295465
2015-02-06,1130.5257759943731,-1380.6616386568583,3696.6665265515326
2015-02-07,748.5612708137762,-1641.4044833423766,3361.9932799855687
2015-02-08,838.7380738215031,-1655.011111694719,3388.991977315544
2015-02-09,992.3624902450402,-1536.266809586872,3480.3885395505445
2015-02-10,253.67354059752097,-2374.038875157098,2758.3693746804615
2015-02-11,-761.1001733582582,-3411.355056702099,1838.0876122322366
2015-02-12,307.42191358665036,-2277.177143574281,2978.958322359856
2015-02-13,755.719578487071,-2057.8347022895605,3178.837900167539
2015-02-14,374.0726459339114,-2262.856527359708,2894.3331736576497
2015-02-15,474.39712197216113,-2224.4123014922307,2961.9150809944867
2015-02-16,648.0360007872997,-1781.811438113432,3130.597087680348
2015-02-17,-60.96643045153519,-2690.948327125715,2401.617775875691
2015-02-18,-1036.8037843172938,-3645.316785605331,1492.4296156173762
2015-02-19,79.26413264881649,-2525.7522445233385,2563.167580262754
2015-02-20,582.8730423212695,-2061.4535019049117,3191.1846720867125
2015-02-21,263.2742970867414,-2321.4079344227753,2699.373667012224
2015-02-22,431.19459790925885,-2398.9914614251556,3024.0778192567122
2015-02-23,676.6541233934494,-2000.839456325942,3334.0403778480604
2015-02-24,42.27122589474561,-2460.3882378379903,2527.416142189521
